TipoDiAnnotazione,ontologies,SOURCE,AttributoNomeCompleto,entity_id,pretty_name,cui
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,16,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,17,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,18,Prescription,MTHU038389
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,19,Prescription,LA27931-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,20,Prescription,LP116219-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,21,Procedure,MTHU006237
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,22,Procedure,LP173480-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,23,Procedure,LP7499-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,24,Procedure,LP249588-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,25,Procedure:Type:Pt:^Patient:Nar,29554-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,26,Procedure,MTHU051578
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_start_datetime,27,Procedure,LP73191-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,1,End date,MTHU008302
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,2,End date,LP74034-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,3,end,LP190655-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,4,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,5,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,6,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,7,Current,LA34190-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,8,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,9,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,10,Day,MTHU039849
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,11,Day,LA15804-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,12,Day,LP121628-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,13,Patient,LA4634-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,14,Patient,LP6985-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_date,15,Patient,LP66710-2
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,1,End date and time:Date:Pt:^Patient:Qn,106180-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,2,End date and time,MTHU070699
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,3,End date and time,LP442850-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,4,End date,MTHU008302
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,5,End date,LP74034-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,6,end,LP190655-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,7,Date and time,MTHU052193
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,8,Date and time,LP36905-5
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,9,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,10,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,11,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,12,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,13,Time,MTHU009151
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,14,Time (e.g. seconds),LP6879-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,15,Time,LP73517-2
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,16,Current,LA34190-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,17,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,18,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,19,Day,MTHU039849
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,20,Day,LA15804-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,21,Day,LP121628-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,22,Patient,LA4634-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,23,Patient,LP6985-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_exposure_end_datetime,24,Patient,LP66710-2
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,1,End date,MTHU008302
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,2,End date,LP74034-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,3,end,LP190655-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,4,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,5,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,6,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,7,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-verbatim_end_date,8,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,4,Type,MTHU013727
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,5,Type,LP73575-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,6,Type,LP6886-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,7,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_type_concept_id,8,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-stop_reason,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-stop_reason,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-stop_reason,3,Completed,LA6637-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-stop_reason,4,Removed,LA18894-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-stop_reason,5,Etc.,LA8920-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,1,Number,MTHU024869
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,2,Number,LP18011-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,3,Refills,MTHU008280
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,4,Refills,LP74284-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,5,Initial,LA6662-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,6,Initial,LP266920-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,7,Prescription,MTHU038389
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,8,Prescription,LA27931-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,9,Prescription,LP116219-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-refills,10,start,LP190656-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,3,Original,LA9505-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,4,Prescription,MTHU038389
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,5,Prescription,LA27931-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,6,Prescription,LP116219-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-quantity,7,Dispensing,LA20295-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,1,Number,MTHU024869
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,2,Number,LP18011-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,3,Days,LA8999-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,4,Supply,LP309988-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,5,Supply,MTHU062067
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,6,Medication,MTHU038481
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,7,Medication,LP116700-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,8,Medication,MTHU044418
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,9,Medication,LP30459-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,10,Medication,LA22650-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,11,Provider,LP7504-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,12,Provider,MTHU001352
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,13,Length,LP18010-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,14,Length,LP6822-3
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-days_supply,15,Length,MTHU003498
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,3,Prescription,MTHU038389
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,4,Prescription,LA27931-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,5,Prescription,LP116219-9
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,6,Original,LA9505-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-sig,7,Dispensing,LA20295-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,1,standard,LP20607-5
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,2,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,3,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,4,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,5,Route,MTHU008273
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_concept_id,6,Route,LP35951-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-lot_number,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-lot_number,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-lot_number,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-lot_number,4,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-lot_number,5,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-provider_id,1,Provider,LP7504-6
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-provider_id,2,Provider,MTHU001352
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-provider_id,3,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-provider_id,4,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-visit_occurrence_id,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-visit_occurrence_id,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-visit_detail_id,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-visit_detail_id,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_value,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_value,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_value,3,standard,LP20607-5
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_value,4,Original,LA9505-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_value,5,Reference,LP212405-7
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_concept_id,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-drug_source_concept_id,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_source_value,1,Route,MTHU008273
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-route_source_value,2,Route,LP35951-0
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-dose_unit_source_value,1,dose,LP32601-4
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-dose_unit_source_value,2,Dose,LP7180-5
BioportalDescrizioneAttributo,LOINC,OMOP,drug_exposure-dose_unit_source_value,3,Dose,MTHU065481
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_id,1,Unique identifier,MTHU051512
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_id,2,Unique identifier,LP204144-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_id,3,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_id,4,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_id,5,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,4,Person,LP345156-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,5,Person,LP133774-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,6,Person,MTHU066373
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,7,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,8,Person,MTHU041262
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,9,Details,MTHU027859
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-person_id,10,Details,LP72435-8
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_concept_id,1,standard,LP20607-5
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_concept_id,2,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_concept_id,3,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_concept_id,4,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_date,1,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_date,2,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_date,3,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_date,4,Supply,LP309988-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_date,5,Supply,MTHU062067
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,1,Date and time,MTHU052193
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,2,Date and time,LP36905-5
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,3,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,4,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,5,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,6,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,7,Time,MTHU009151
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,8,Time (e.g. seconds),LP6879-3
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,9,Time,LP73517-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,10,Supply,LP309988-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_start_datetime,11,Supply,MTHU062067
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,1,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,2,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,3,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,4,Supply,LP309988-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,5,Supply,MTHU062067
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_date,6,Removed,LA18894-8
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,1,Date and time,MTHU052193
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,2,Date and time,LP36905-5
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,3,Date,LP74693-0
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,4,Date,MTHU021546
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,5,Date,LP182451-7
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,6,CYP2C19*2/*2,LP436318-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,7,Time,MTHU009151
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,8,Time (e.g. seconds),LP6879-3
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,9,Time,LP73517-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,10,Supply,LP309988-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,11,Supply,MTHU062067
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_exposure_end_datetime,12,Removed,LA18894-8
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,4,Type,MTHU013727
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,5,Type,LP73575-0
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_type_concept_id,6,Type,LP6886-8
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,1,Unique device identifier:ID:Pt:{Device}:Nom,74711-3
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,2,Person,LP345156-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,3,Person,LP133774-2
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,4,Person,MTHU066373
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,5,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-unique_device_id,6,Person,MTHU041262
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,1,Number,MTHU024869
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,2,Number,LP18011-4
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,3,Individual,LA12070-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,4,Devices used,LP207930-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,5,Devices used,MTHU052860
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,6,Medical devices,MTHU000152
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-quantity,7,Devices,LP35960-1
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-provider_id,1,Provider,LP7504-6
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-provider_id,2,Provider,MTHU001352
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-visit_detail_id,1,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-visit_detail_id,2,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_source_value,1,standard,LP20607-5
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_source_value,2,Original,LA9505-4
BioportalDescrizioneAttributo,LOINC,OMOP,device_exposure-device_source_value,3,Reference,LP212405-7
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,1,Unique identifier,MTHU051512
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,2,Unique identifier,LP204144-2
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,3,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,4,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,5,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,6,Note,MTHU016299
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,7,Note,LP72988-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_id,8,Note:Find:Pt:{Setting}:Doc:{Role},34109-9
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,4,Person,LP345156-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,5,Person,LP133774-2
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,6,Person,MTHU066373
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,7,Person:ID:Pt:^Patient:Nom,106193-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,8,Person,MTHU041262
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,9,Note,MTHU016299
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,10,Note,LP72988-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,11,Note:Find:Pt:{Setting}:Doc:{Role},34109-9
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,12,Details,MTHU027859
BioportalDescrizioneAttributo,LOINC,OMOP,note-person_id,13,Details,LP72435-8
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,1,Identifier,LP6818-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,2,Identifier,LP72778-1
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,3,Identifier,MTHU003116
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,4,Event,MTHU019184
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,5,Event,LP94957-5
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,6,Event,T051
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,7,Event,LP36131-8
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,8,Measurement,LP266370-8
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,9,Measurement,LP7412-2
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,10,Measurement,MTHU003137
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,11,Procedure,MTHU006237
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,12,Procedure,LP173480-7
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,13,Procedure,LP7499-9
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,14,Procedure,LP249588-7
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,15,Procedure:Type:Pt:^Patient:Nar,29554-3
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,16,Procedure,MTHU051578
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,17,Procedure,LP73191-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,18,Drug,LP172750-4
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,19,Drug,LA18200-8
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,20,Note,MTHU016299
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,21,Note,LP72988-6
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_id,22,Note:Find:Pt:{Setting}:Doc:{Role},34109-9
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_field_concept_id,1,Note,MTHU016299
BioportalDescrizioneAttributo,LOINC,OMOP,note-note_event_field_concept_id,2,Note,LP72988-6
