text,entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,names
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., a foreign key to the standard measurement concept identifier in the standardized vocabularies. these belong to the 'measurement' domain, but could overlap with the 'observation' domain (see #3 below).",30,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7072601428103042,0.7072601428103042,['SNOMED-CT'],measurement_measurement_concept_id
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., a foreign key to the standard measurement concept identifier in the standardized vocabularies. these belong to the 'measurement' domain, but could overlap with the 'observation' domain (see #3 below).",31,Concept model domain,609431004,['40357424'],['foundation metadata concept'],domain,domain,1.0,1.0,['SNOMED-CT'],measurement_measurement_concept_id
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., a foreign key to the standard measurement concept identifier in the standardized vocabularies. these belong to the 'measurement' domain, but could overlap with the 'observation' domain (see #3 below).",32,Concept model domain,609431004,['40357424'],['foundation metadata concept'],domain,domain,1.0,1.0,['SNOMED-CT'],measurement_measurement_concept_id
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",0,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7189622454889598,0.7189622454889598,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",1,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",2,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",3,Record of (contextual qualifier),57646009,['7882689'],['qualifier value'],records of,record~of,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",4,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.6981106842356701,0.6981106842356701,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",5,Obtained,398092000,['43039974'],['attribute'],obtained,obtained,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",6,Examination - action,302199004,['7882689'],['qualifier value'],examination,examination,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",7,Tests,272393004,['7882689'],['qualifier value'],testing,testing,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",8,Person,125676002,['31601201'],['person'],person,person,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",9,Person,125676002,['31601201'],['person'],person,person,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",10,Specimen,123038009,['337250'],['specimen'],sample,sample,0.3237916030387722,0.3237916030387722,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",11,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7121890191649247,0.7121890191649247,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",12,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",13,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",14,Order,721963009,['90170645'],['record artifact'],orders,order,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",15,Result,394617004,['82417248'],['navigational concept'],results,result,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",16,Measurement procedure,122869004,['28321150'],['procedure'],measurements,measurement,0.8087188762817042,0.8087188762817042,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",18,Laboratory test,15220000,['28321150'],['procedure'],laboratory tests,laboratory~test,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",21,Taking patient vital signs,61746007,['28321150'],['procedure'],vital signs,vital~sign,0.33143241685764396,0.33143241685764396,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",23,Quantitative,30766002,['7882689'],['qualifier value'],quantitative,quantitative,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",25,Pathology report,371528001,['90170645'],['record artifact'],pathology reports,pathology~report,1.0,1.0,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",27,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.8997391591374923,0.8997391591374923,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date of the measurement.",28,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.5329310693166007,0.5329310693166007,['SNOMED-CT'],measurement_measurement_date
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",0,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7189622454889598,0.7189622454889598,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",1,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",2,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",3,Record of (contextual qualifier),57646009,['7882689'],['qualifier value'],records of,record~of,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",4,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.6981106842356701,0.6981106842356701,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",5,Obtained,398092000,['43039974'],['attribute'],obtained,obtained,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",6,Examination - action,302199004,['7882689'],['qualifier value'],examination,examination,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",7,Tests,272393004,['7882689'],['qualifier value'],testing,testing,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",8,Person,125676002,['31601201'],['person'],person,person,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",9,Person,125676002,['31601201'],['person'],person,person,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",10,Specimen,123038009,['337250'],['specimen'],sample,sample,0.3237916030387722,0.3237916030387722,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",11,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7121890191649247,0.7121890191649247,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",12,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",13,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",14,Order,721963009,['90170645'],['record artifact'],orders,order,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",15,Result,394617004,['82417248'],['navigational concept'],results,result,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",16,Measurement procedure,122869004,['28321150'],['procedure'],measurements,measurement,0.8039945320256554,0.8039945320256554,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",18,Laboratory test,15220000,['28321150'],['procedure'],laboratory tests,laboratory~test,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",21,Taking patient vital signs,61746007,['28321150'],['procedure'],vital signs,vital~sign,0.3387545787923718,0.3387545787923718,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",23,Quantitative,30766002,['7882689'],['qualifier value'],quantitative,quantitative,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",25,Pathology report,371528001,['90170645'],['record artifact'],pathology reports,pathology~report,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",28,Date AND time of day (property),118575009,['7882689'],['qualifier value'],date and time,date~and~time,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",30,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.4168090333542921,0.4168090333542921,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",31,System,246333005,['43039974'],['attribute'],systems,system,0.44139051951977243,0.44139051951977243,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",32,Times,417929005,['7882689'],['qualifier value'],time,time,0.5981205838141433,0.5981205838141433,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",33,Temporal,255570003,['7882689'],['qualifier value'],temporal,temporal,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",34,Analysis,272389005,['7882689'],['qualifier value'],analyses,analysis,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",35,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.61344017020797,0.61344017020797,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",36,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.3919862506071852,0.3919862506071852,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",37,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.6222679402261742,0.6222679402261742,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",38,Times,417929005,['7882689'],['qualifier value'],time,time,0.21311657421562039,0.21311657421562039,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the date and time of the measurement. some database systems don't have a datatype of time. to accommodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time forum discussion)",39,Discussion,223482009,['28321150'],['procedure'],discussion,discussion,1.0,1.0,['SNOMED-CT'],measurement_measurement_datetime
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",0,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.7189622454889598,0.7189622454889598,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",1,"Table, device",86407004,['32816260'],['physical object'],table,table,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",2,Containing,42504009,['7882689'],['qualifier value'],contains,contain,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",3,Record of (contextual qualifier),57646009,['7882689'],['qualifier value'],records of,record~of,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",4,Measurement procedure,122869004,['28321150'],['procedure'],measurement,measurement,0.6981106842356701,0.6981106842356701,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",5,Obtained,398092000,['43039974'],['attribute'],obtained,obtained,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",6,Examination - action,302199004,['7882689'],['qualifier value'],examination,examination,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
"the measurement table contains records of measurement, i.e. structured values (numerical or categorical) obtained through systematic and standardized examination or testing of a person or person's sample. the measurement table contains both orders and results of such measurements as laboratory tests, vital signs, quantitative findings from pathology reports, etc., the time of the measurement. this is present for backwards compatibility and will be deprecated in an upcoming version",7,Tests,272393004,['7882689'],['qualifier value'],testing,testing,1.0,1.0,['SNOMED-CT'],measurement_measurement_time
