NomeColonnaCompleta,DescrizioneColonnaCompleta
cdm_source_source_description,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., a description of the source data origin and purpose for collection. the description may contain a summary of the period of time that is expected to be covered by this dataset."
cdm_source_source_documentation_reference,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., url or other external reference to location of source documentation"
cdm_source_cdm_etl_reference,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., url or other external reference to location of etl specification documentation and etl source code"
cdm_source_source_release_date,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the date for which the source data are most current, such as the last day of data capture"
cdm_source_cdm_release_date,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the date when the cdm was instantiated"
cdm_source_cdm_version,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the version of cdm used"
cdm_source_vocabulary_version,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model., the version of the vocabulary used"
care_site_care_site_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., a unique identifier for each care site."
care_site_care_site_name,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., the verbatim description or name of the care site as in data source"
care_site_place_of_service_concept_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., a foreign key that refers to a place of service concept id in the standardized vocabularies."
care_site_location_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., a foreign key to the geographic location in the location table, where the detailed address information is stored."
care_site_care_site_source_value,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., the identifier for the care site in the source data, stored here for reference."
care_site_place_of_service_source_value,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.)., the source code for the place of service as it appears in the source data, stored here for reference."
cohort_cohort_definition_id,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time., a foreign key to a record in the cohort_definition table containing relevant cohort definition information."
cohort_subject_id,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time., a foreign key to the subject in the cohort. these could be referring to records in the person, provider, visit_occurrence table."
cohort_cohort_start_date,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time., the date when the cohort definition criteria for the person, provider or visit first match."
cohort_cohort_end_date,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time., the date when the cohort definition criteria for the person, provider or visit no longer match or the cohort membership was terminated."
cohort_definition_cohort_definition_id,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., a unique identifier for each cohort."
cohort_definition_cohort_definition_name,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., a short description of the cohort."
cohort_definition_cohort_definition_description,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., a complete description of the cohort definition"
cohort_definition_definition_type_concept_id,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., type defining what kind of cohort definition the record represents and how the syntax may be executed"
cohort_definition_cohort_definition_syntax,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., syntax or code to operationalize the cohort definition"
cohort_definition_subject_concept_id,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., a foreign key to the concept to which defines the domain of subjects that are members of the cohort (e.g., person, provider, visit)."
cohort_definition_cohort_initiation_date,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table., a date to indicate when the cohort was initiated in the cohort table"
provider_provider_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a unique identifier for each provider."
provider_provider_name,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a description of the provider."
provider_npi,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the national provider identifier (npi) of the provider."
provider_dea,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the drug enforcement administration (dea) number of the provider."
provider_specialty_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a standard specialty concept id in the standardized vocabularies."
provider_care_site_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to the main care site where the provider is practicing."
provider_year_of_birth,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the year of birth of the provider."
provider_gender_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender of the provider."
provider_provider_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the identifier used for the provider in the source data, stored here for reference."
provider_specialty_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the source code for the provider specialty as it appears in the source data, stored here for reference."
provider_specialty_source_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source."
provider_gender_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., the gender code for the provider as it appears in the source data, stored here for reference."
provider_gender_source_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc., a foreign key to a concept that refers to the code used in the source."
