SOURCE,AttributoNomeCompleto,DescrizioneCompleta,DescrizioneTabella,DescrizioneAttributo,Tabella,Attributo
OMOP,payer_plan_period-person_id,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;a foreign key identifier to the person covered by the payer. the demographic details of that person are stored in the person table.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,a foreign key identifier to the person covered by the payer. the demographic details of that person are stored in the person table.,payer_plan_period,person_id
OMOP,payer_plan_period-payer_plan_period_start_date,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;the start date of the payer plan period.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,the start date of the payer plan period.,payer_plan_period,payer_plan_period_start_date
OMOP,payer_plan_period-payer_plan_period_end_date,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;the end date of the payer plan period.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,the end date of the payer plan period.,payer_plan_period,payer_plan_period_end_date
OMOP,payer_plan_period-payer_source_value,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;the source code for the payer as it appears in the source data.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,the source code for the payer as it appears in the source data.,payer_plan_period,payer_source_value
OMOP,payer_plan_period-plan_source_value,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;the source code for the person's health benefit plan as it appears in the source data.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,the source code for the person's health benefit plan as it appears in the source data.,payer_plan_period,plan_source_value
OMOP,payer_plan_period-family_source_value,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.;the source code for the person's family as it appears in the source data.,the payer_plan_period table captures details of the period of time that a person is continuously enrolled under a specific health plan benefit structure from a given payer.,the source code for the person's family as it appears in the source data.,payer_plan_period,family_source_value
OMOP,cdm_source-cdm_source_name,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the full name of the source,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,the full name of the source,cdm_source,cdm_source_name
OMOP,cdm_source-cdm_source_abbreviation,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;an abbreviation of the name,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,an abbreviation of the name,cdm_source,cdm_source_abbreviation
OMOP,cdm_source-cdm_holder,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the name of the organization responsible for the development of the cdm instance,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,the name of the organization responsible for the development of the cdm instance,cdm_source,cdm_holder
OMOP,cdm_source-source_description,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;a description of the source data origin and purpose for collection. the description may contain a summary of the period of time that is expected to be covered by this dataset.,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,a description of the source data origin and purpose for collection. the description may contain a summary of the period of time that is expected to be covered by this dataset.,cdm_source,source_description
OMOP,cdm_source-source_documentation_reference,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;url or other external reference to location of source documentation,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,url or other external reference to location of source documentation,cdm_source,source_documentation_reference
OMOP,cdm_source-cdm_etl_reference,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;url or other external reference to location of etl specification documentation and etl source code,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,url or other external reference to location of etl specification documentation and etl source code,cdm_source,cdm_etl_reference
OMOP,cdm_source-source_release_date,"the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the date for which the source data are most current, such as the last day of data capture",the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,"the date for which the source data are most current, such as the last day of data capture",cdm_source,source_release_date
OMOP,cdm_source-cdm_release_date,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the date when the cdm was instantiated,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,the date when the cdm was instantiated,cdm_source,cdm_release_date
OMOP,cdm_source-cdm_version,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the version of cdm used,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,the version of cdm used,cdm_source,cdm_version
OMOP,cdm_source-vocabulary_version,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.;the version of the vocabulary used,the cdm_source table contains detail about the source database and the process used to transform the data into the omop common data model.,the version of the vocabulary used,cdm_source,vocabulary_version
OMOP,care_site-care_site_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;a unique identifier for each care site.","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).",a unique identifier for each care site.,care_site,care_site_id
OMOP,care_site-care_site_name,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;the verbatim description or name of the care site as in data source","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).",the verbatim description or name of the care site as in data source,care_site,care_site_name
OMOP,care_site-place_of_service_concept_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;a foreign key that refers to a place of service concept id in the standardized vocabularies.","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).",a foreign key that refers to a place of service concept id in the standardized vocabularies.,care_site,place_of_service_concept_id
OMOP,care_site-location_id,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;a foreign key to the geographic location in the location table, where the detailed address information is stored.","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).","a foreign key to the geographic location in the location table, where the detailed address information is stored.",care_site,location_id
OMOP,care_site-care_site_source_value,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;the identifier for the care site in the source data, stored here for reference.","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).","the identifier for the care site in the source data, stored here for reference.",care_site,care_site_source_value
OMOP,care_site-place_of_service_source_value,"the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).;the source code for the place of service as it appears in the source data, stored here for reference.","the care_site table contains a list of uniquely identified institutional (physical or organizational) units where healthcare delivery is practiced (offices, wards, hospitals, clinics, etc.).","the source code for the place of service as it appears in the source data, stored here for reference.",care_site,place_of_service_source_value
OMOP,cohort-cohort_definition_id,the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.;a foreign key to a record in the cohort_definition table containing relevant cohort definition information.,the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.,a foreign key to a record in the cohort_definition table containing relevant cohort definition information.,cohort,cohort_definition_id
OMOP,cohort-subject_id,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.;a foreign key to the subject in the cohort. these could be referring to records in the person, provider, visit_occurrence table.",the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.,"a foreign key to the subject in the cohort. these could be referring to records in the person, provider, visit_occurrence table.",cohort,subject_id
OMOP,cohort-cohort_start_date,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.;the date when the cohort definition criteria for the person, provider or visit first match.",the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.,"the date when the cohort definition criteria for the person, provider or visit first match.",cohort,cohort_start_date
OMOP,cohort-cohort_end_date,"the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.;the date when the cohort definition criteria for the person, provider or visit no longer match or the cohort membership was terminated.",the cohort table contains records of subjects that satisfy a given set of criteria for a duration of time.,"the date when the cohort definition criteria for the person, provider or visit no longer match or the cohort membership was terminated.",cohort,cohort_end_date
OMOP,cohort_definition-cohort_definition_id,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;a unique identifier for each cohort.,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,a unique identifier for each cohort.,cohort_definition,cohort_definition_id
OMOP,cohort_definition-cohort_definition_name,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;a short description of the cohort.,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,a short description of the cohort.,cohort_definition,cohort_definition_name
OMOP,cohort_definition-cohort_definition_description,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;a complete description of the cohort definition,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,a complete description of the cohort definition,cohort_definition,cohort_definition_description
OMOP,cohort_definition-definition_type_concept_id,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;type defining what kind of cohort definition the record represents and how the syntax may be executed,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,type defining what kind of cohort definition the record represents and how the syntax may be executed,cohort_definition,definition_type_concept_id
OMOP,cohort_definition-cohort_definition_syntax,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;syntax or code to operationalize the cohort definition,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,syntax or code to operationalize the cohort definition,cohort_definition,cohort_definition_syntax
OMOP,cohort_definition-subject_concept_id,"the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;a foreign key to the concept to which defines the domain of subjects that are members of the cohort (e.g., person, provider, visit).",the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,"a foreign key to the concept to which defines the domain of subjects that are members of the cohort (e.g., person, provider, visit).",cohort_definition,subject_concept_id
OMOP,cohort_definition-cohort_initiation_date,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.;a date to indicate when the cohort was initiated in the cohort table,the cohort_definition table contains records defining a cohort derived from the data through the associated description and syntax and upon instantiation (execution of the algorithm) placed into the cohort table.,a date to indicate when the cohort was initiated in the cohort table,cohort_definition,cohort_initiation_date
OMOP,provider-provider_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a unique identifier for each provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a unique identifier for each provider.,provider,provider_id
OMOP,provider-provider_name,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a description of the provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a description of the provider.,provider,provider_name
OMOP,provider-npi,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the national provider identifier (npi) of the provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",the national provider identifier (npi) of the provider.,provider,npi
OMOP,provider-dea,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the drug enforcement administration (dea) number of the provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",the drug enforcement administration (dea) number of the provider.,provider,dea
OMOP,provider-specialty_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a foreign key to a standard specialty concept id in the standardized vocabularies.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a foreign key to a standard specialty concept id in the standardized vocabularies.,provider,specialty_concept_id
OMOP,provider-care_site_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a foreign key to the main care site where the provider is practicing.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a foreign key to the main care site where the provider is practicing.,provider,care_site_id
OMOP,provider-year_of_birth,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the year of birth of the provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",the year of birth of the provider.,provider,year_of_birth
OMOP,provider-gender_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the gender of the provider.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",the gender of the provider.,provider,gender_concept_id
OMOP,provider-provider_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the identifier used for the provider in the source data, stored here for reference.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.","the identifier used for the provider in the source data, stored here for reference.",provider,provider_source_value
OMOP,provider-specialty_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the source code for the provider specialty as it appears in the source data, stored here for reference.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.","the source code for the provider specialty as it appears in the source data, stored here for reference.",provider,specialty_source_value
OMOP,provider-specialty_source_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a foreign key to a concept that refers to the code used in the source.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a foreign key to a concept that refers to the code used in the source.,provider,specialty_source_concept_id
OMOP,provider-gender_source_value,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;the gender code for the provider as it appears in the source data, stored here for reference.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.","the gender code for the provider as it appears in the source data, stored here for reference.",provider,gender_source_value
OMOP,provider-gender_source_concept_id,"the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.;a foreign key to a concept that refers to the code used in the source.","the provider table contains a list of uniquely identified healthcare providers. these are individuals providing hands-on healthcare to patients, such as physicians, nurses, midwives, physical therapists etc.",a foreign key to a concept that refers to the code used in the source.,provider,gender_source_concept_id
Synthea,allergies-start,patient allergy data.;the date the allergy was diagnosed.,patient allergy data.,the date the allergy was diagnosed.,allergies,start
Synthea,allergies-stop,"patient allergy data.;the date the allergy ended, if applicable.",patient allergy data.,"the date the allergy ended, if applicable.",allergies,stop
Synthea,allergies-patient,patient allergy data.;foreign key to the patient.,patient allergy data.,foreign key to the patient.,allergies,patient
Synthea,allergies-encounter,patient allergy data.;foreign key to the encounter when the allergy was diagnosed.,patient allergy data.,foreign key to the encounter when the allergy was diagnosed.,allergies,encounter
Synthea,allergies-code,patient allergy data.;allergy code from snomed-ct,patient allergy data.,allergy code from snomed-ct,allergies,code
Synthea,allergies-description,patient allergy data.;description of the allergy,patient allergy data.,description of the allergy,allergies,description
Synthea,careplans-id,"patient care plan data, including goals.;primary key. unique identifier of the care plan.","patient care plan data, including goals.",primary key. unique identifier of the care plan.,careplans,id
Synthea,careplans-start,"patient care plan data, including goals.;the date the care plan was initiated.","patient care plan data, including goals.",the date the care plan was initiated.,careplans,start
Synthea,careplans-stop,"patient care plan data, including goals.;the date the care plan ended, if applicable.","patient care plan data, including goals.","the date the care plan ended, if applicable.",careplans,stop
Synthea,careplans-patient,"patient care plan data, including goals.;foreign key to the patient.","patient care plan data, including goals.",foreign key to the patient.,careplans,patient
Synthea,careplans-encounter,"patient care plan data, including goals.;foreign key to the encounter when the care plan was initiated.","patient care plan data, including goals.",foreign key to the encounter when the care plan was initiated.,careplans,encounter
Synthea,careplans-code,"patient care plan data, including goals.;code from snomed-ct","patient care plan data, including goals.",code from snomed-ct,careplans,code
Synthea,careplans-description,"patient care plan data, including goals.;description of the care plan.","patient care plan data, including goals.",description of the care plan.,careplans,description
Synthea,careplans-reasoncode,"patient care plan data, including goals.;diagnosis code from snomed-ct that this care plan addresses.","patient care plan data, including goals.",diagnosis code from snomed-ct that this care plan addresses.,careplans,reasoncode
Synthea,careplans-reasondescription,"patient care plan data, including goals.;description of the reason code.","patient care plan data, including goals.",description of the reason code.,careplans,reasondescription
Synthea,conditions-start,patient conditions or diagnoses.;the date the condition was diagnosed.,patient conditions or diagnoses.,the date the condition was diagnosed.,conditions,start
Synthea,conditions-stop,"patient conditions or diagnoses.;the date the condition resolved, if applicable.",patient conditions or diagnoses.,"the date the condition resolved, if applicable.",conditions,stop
Synthea,conditions-patient,patient conditions or diagnoses.;foreign key to the patient.,patient conditions or diagnoses.,foreign key to the patient.,conditions,patient
Synthea,conditions-encounter,patient conditions or diagnoses.;foreign key to the encounter when the condition was diagnosed.,patient conditions or diagnoses.,foreign key to the encounter when the condition was diagnosed.,conditions,encounter
Synthea,conditions-code,patient conditions or diagnoses.;diagnosis code from snomed-ct,patient conditions or diagnoses.,diagnosis code from snomed-ct,conditions,code
Synthea,conditions-description,patient conditions or diagnoses.;description of the condition.,patient conditions or diagnoses.,description of the condition.,conditions,description
Synthea,encounters-id,patient encounter data.;primary key. unique identifier of the encounter.,patient encounter data.,primary key. unique identifier of the encounter.,encounters,id
Synthea,encounters-start,patient encounter data.;the date and time the encounter started.,patient encounter data.,the date and time the encounter started.,encounters,start
Synthea,encounters-stop,patient encounter data.;the date and time the encounter concluded.,patient encounter data.,the date and time the encounter concluded.,encounters,stop
Synthea,encounters-patient,patient encounter data.;foreign key to the patient.,patient encounter data.,foreign key to the patient.,encounters,patient
Synthea,encounters-provider,patient encounter data.;foreign key to the organization.,patient encounter data.,foreign key to the organization.,encounters,provider
Synthea,encounters-encounterclass,"patient encounter data.;the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",patient encounter data.,"the class of the encounter, such as ambulatory, emergency, inpatient, wellness, or urgentcare",encounters,encounterclass
Synthea,encounters-code,patient encounter data.;encounter code from snomed-ct,patient encounter data.,encounter code from snomed-ct,encounters,code
Synthea,encounters-description,patient encounter data.;description of the type of encounter.,patient encounter data.,description of the type of encounter.,encounters,description
Synthea,encounters-cost,"patient encounter data.;the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",patient encounter data.,"the base cost of the encounter, not including any line item costs related to medications, immunizations, procedures, or other services.",encounters,cost
Synthea,encounters-reasoncode,"patient encounter data.;diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",patient encounter data.,"diagnosis code from snomed-ct, only if this encounter targeted a specific condition.",encounters,reasoncode
Synthea,encounters-reasondescription,patient encounter data.;description of the reason code.,patient encounter data.,description of the reason code.,encounters,reasondescription
Synthea,imaging_studies-id,patient imaging metadata.;primary key. unique identifier of the imaging study.,patient imaging metadata.,primary key. unique identifier of the imaging study.,imaging_studies,id
Synthea,imaging_studies-date,patient imaging metadata.;the date the imaging study was conducted.,patient imaging metadata.,the date the imaging study was conducted.,imaging_studies,date
Synthea,imaging_studies-patient,patient imaging metadata.;foreign key to the patient.,patient imaging metadata.,foreign key to the patient.,imaging_studies,patient
Synthea,imaging_studies-encounter,patient imaging metadata.;foreign key to the encounter where the imaging study was conducted.,patient imaging metadata.,foreign key to the encounter where the imaging study was conducted.,imaging_studies,encounter
Synthea,imaging_studies-body site code,patient imaging metadata.;a snomed body structures code describing what part of the body the images in the series were taken of.,patient imaging metadata.,a snomed body structures code describing what part of the body the images in the series were taken of.,imaging_studies,body site code
Synthea,imaging_studies-body site description,patient imaging metadata.;description of the body site.,patient imaging metadata.,description of the body site.,imaging_studies,body site description
Synthea,imaging_studies-modality code,patient imaging metadata.;a dicom-dcm code describing the method used to take the images.,patient imaging metadata.,a dicom-dcm code describing the method used to take the images.,imaging_studies,modality code
Synthea,imaging_studies-modality description,patient imaging metadata.;description of the modality.,patient imaging metadata.,description of the modality.,imaging_studies,modality description
Synthea,imaging_studies-sop code,patient imaging metadata.;a dicom-sop code describing the subject-object pair (sop) that constitutes the image.,patient imaging metadata.,a dicom-sop code describing the subject-object pair (sop) that constitutes the image.,imaging_studies,sop code
Synthea,imaging_studies-sop description,patient imaging metadata.;description of the sop code.,patient imaging metadata.,description of the sop code.,imaging_studies,sop description
Synthea,immunizations-date,patient immunization data.;the date the immunization was administered.,patient immunization data.,the date the immunization was administered.,immunizations,date
Synthea,immunizations-patient,patient immunization data.;foreign key to the patient.,patient immunization data.,foreign key to the patient.,immunizations,patient
Synthea,immunizations-encounter,patient immunization data.;foreign key to the encounter where the immunization was administered.,patient immunization data.,foreign key to the encounter where the immunization was administered.,immunizations,encounter
Synthea,immunizations-code,patient immunization data.;immunization code from cvx.,patient immunization data.,immunization code from cvx.,immunizations,code
Synthea,immunizations-description,patient immunization data.;description of the immunization.,patient immunization data.,description of the immunization.,immunizations,description
Synthea,immunizations-cost,patient immunization data.;the line item cost of the immunization.,patient immunization data.,the line item cost of the immunization.,immunizations,cost
Synthea,medications-start,patient medication data.;the date the medication was prescribed.,patient medication data.,the date the medication was prescribed.,medications,start
Synthea,medications-stop,"patient medication data.;the date the prescription ended, if applicable.",patient medication data.,"the date the prescription ended, if applicable.",medications,stop
Synthea,medications-patient,patient medication data.;foreign key to the patient.,patient medication data.,foreign key to the patient.,medications,patient
Synthea,medications-encounter,patient medication data.;foreign key to the encounter where the medication was prescribed.,patient medication data.,foreign key to the encounter where the medication was prescribed.,medications,encounter
Synthea,medications-code,patient medication data.;medication code from rxnorm.,patient medication data.,medication code from rxnorm.,medications,code
Synthea,medications-description,patient medication data.;description of the medication.,patient medication data.,description of the medication.,medications,description
Synthea,medications-cost,patient medication data.;the line item cost of the medication.,patient medication data.,the line item cost of the medication.,medications,cost
Synthea,medications-reasoncode,patient medication data.;diagnosis code from snomed-ct specifying why this medication was prescribed.,patient medication data.,diagnosis code from snomed-ct specifying why this medication was prescribed.,medications,reasoncode
Synthea,medications-reasondescription,patient medication data.;description of the reason code.,patient medication data.,description of the reason code.,medications,reasondescription
Synthea,observations-date,patient observations including vital signs and lab reports.;the date the observation was performed.,patient observations including vital signs and lab reports.,the date the observation was performed.,observations,date
Synthea,observations-patient,patient observations including vital signs and lab reports.;foreign key to the patient.,patient observations including vital signs and lab reports.,foreign key to the patient.,observations,patient
Synthea,observations-encounter,patient observations including vital signs and lab reports.;foreign key to the encounter where the observation was performed.,patient observations including vital signs and lab reports.,foreign key to the encounter where the observation was performed.,observations,encounter
Synthea,observations-code,patient observations including vital signs and lab reports.;observation or lab code from loinc,patient observations including vital signs and lab reports.,observation or lab code from loinc,observations,code
Synthea,observations-description,patient observations including vital signs and lab reports.;description of the observation or lab.,patient observations including vital signs and lab reports.,description of the observation or lab.,observations,description
Synthea,observations-value,patient observations including vital signs and lab reports.;the recorded value of the observation.,patient observations including vital signs and lab reports.,the recorded value of the observation.,observations,value
Synthea,observations-units,patient observations including vital signs and lab reports.;the units of measure for the value.,patient observations including vital signs and lab reports.,the units of measure for the value.,observations,units
Synthea,observations-type,patient observations including vital signs and lab reports.;the datatype of value text or numeric.,patient observations including vital signs and lab reports.,the datatype of value text or numeric.,observations,type
Synthea,organizations-id,provider organizations including hospitals.;primary key of the organization.,provider organizations including hospitals.,primary key of the organization.,organizations,id
Synthea,organizations-name,provider organizations including hospitals.;name of the organization.,provider organizations including hospitals.,name of the organization.,organizations,name
Synthea,organizations-address,provider organizations including hospitals.;organization's street address without commas or newlines.,provider organizations including hospitals.,organization's street address without commas or newlines.,organizations,address
Synthea,organizations-city,provider organizations including hospitals.;street address city.,provider organizations including hospitals.,street address city.,organizations,city
Synthea,organizations-state,provider organizations including hospitals.;street address state abbreviation.,provider organizations including hospitals.,street address state abbreviation.,organizations,state
Synthea,organizations-zip,provider organizations including hospitals.;street address zip or postal code.,provider organizations including hospitals.,street address zip or postal code.,organizations,zip
Synthea,organizations-phone,provider organizations including hospitals.;organization's phone number.,provider organizations including hospitals.,organization's phone number.,organizations,phone
Synthea,organizations-utilization,provider organizations including hospitals.;the number of encounter's performed by this organization.,provider organizations including hospitals.,the number of encounter's performed by this organization.,organizations,utilization
Synthea,patients-id,patient demographic data.;primary key. unique identifier of the patient.,patient demographic data.,primary key. unique identifier of the patient.,patients,id
Synthea,patients-birthdate,patient demographic data.;the date the patient was born.,patient demographic data.,the date the patient was born.,patients,birthdate
Synthea,patients-deathdate,patient demographic data.;the date the patient died.,patient demographic data.,the date the patient died.,patients,deathdate
Synthea,patients-ssn,patient demographic data.;patient social security identifier.,patient demographic data.,patient social security identifier.,patients,ssn
Synthea,patients-drivers,patient demographic data.;patient drivers license identifier.,patient demographic data.,patient drivers license identifier.,patients,drivers
Synthea,patients-passport,patient demographic data.;patient passport identifier.,patient demographic data.,patient passport identifier.,patients,passport
Synthea,patients-prefix,"patient demographic data.;name prefix, such as mr., mrs., dr., etc.",patient demographic data.,"name prefix, such as mr., mrs., dr., etc.",patients,prefix
Synthea,patients-first,patient demographic data.;first name of the patient.,patient demographic data.,first name of the patient.,patients,first
Synthea,patients-last,patient demographic data.;last or surname of the patient.,patient demographic data.,last or surname of the patient.,patients,last
Synthea,patients-suffix,"patient demographic data.;name suffix, such as phd, md, jd, etc.",patient demographic data.,"name suffix, such as phd, md, jd, etc.",patients,suffix
Synthea,patients-maiden,patient demographic data.;maiden name of the patient.,patient demographic data.,maiden name of the patient.,patients,maiden
Synthea,patients-marital,"patient demographic data.;marital status. m is married, s is single. currently no support for divorce (d) or widowing (w)",patient demographic data.,"marital status. m is married, s is single. currently no support for divorce (d) or widowing (w)",patients,marital
Synthea,patients-race,patient demographic data.;description of the patient's primary race.,patient demographic data.,description of the patient's primary race.,patients,race
Synthea,patients-ethnicity,patient demographic data.;description of the patient's primary ethnicity.,patient demographic data.,description of the patient's primary ethnicity.,patients,ethnicity
Synthea,patients-gender,"patient demographic data.;gender. m is male, f is female.",patient demographic data.,"gender. m is male, f is female.",patients,gender
Synthea,patients-birthplace,patient demographic data.;name of the town where the patient was born.,patient demographic data.,name of the town where the patient was born.,patients,birthplace
