entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,text,names
4,Presence (property),C3854307,['T080'],['Qualitative Concept'],presence,presence,0.2851621252553139,0.2851621252553139,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
6,Disease,C0012634,['T047'],['Disease or Syndrome'],disease,disease,0.5553967281487964,0.5553967281487964,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
8,Disease,C0012634,['T047'],['Disease or Syndrome'],medical condition,medical~condition,0.5317471176863688,0.5317471176863688,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
11,Diagnosis,C0011900,['T060'],['Diagnostic Procedure'],diagnosis,diagnosis,0.9203506358176607,0.9203506358176607,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
12,Signs and Symptoms,C0037088,['T184'],['Sign or Symptom'],sign,sign,0.4797137875922864,0.4797137875922864,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
13,Symptoms,C1457887,['T184'],['Sign or Symptom'],symptom,symptom,0.5013007692337865,0.5013007692337865,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
14,Observed,C1441672,['T169'],['Functional Concept'],observed,observed,0.22164734050530174,0.22164734050530174,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
15,Physicians,C0031831,['T097'],['Professional or Occupational Group'],provider,provider,0.7467514763385152,0.7467514763385152,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
16,Reporting,C0700287,['T058'],['Health Care Activity'],reported,reported,0.32435087410705143,0.32435087410705143,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
18,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.8674729206674476,0.8674729206674476,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
19,Condition,C0348080,['T080'],['Qualitative Concept'],conditions,condition,0.5946389628598674,0.5946389628598674,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
20,Documented,C1301725,['T058'],['Health Care Activity'],recorded,recorded,0.5490055584294048,0.5490055584294048,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
21,Different,C1705242,['T080'],['Qualitative Concept'],different,different,0.27714257850191,0.27714257850191,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
22,Source,C0449416,['T033'],['Finding'],sources,source,0.3575289511911357,0.3575289511911357,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
23,Geographic Locations,C0017446,['T083'],['Geographic Area'],levels,level,0.4807007037623169,0.4807007037623169,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
25,standardization,C0038136,['T062'],['Research Activity'],standardization,standardization,0.23408072714283099,0.23408072714283099,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
26,foreign,C1517294,['T080'],['Qualitative Concept'],foreign,foreign,0.24909130167771046,0.24909130167771046,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
28,standards characteristics,C0038137,['T170'],['Intellectual Product'],standard,standard,0.4970603383817932,0.4970603383817932,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
29,concept,C0178566,['T078'],['Idea or Concept'],concept,concept,0.30294444252460195,0.30294444252460195,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
31,Standard (qualifier),C1442989,['T080'],['Qualitative Concept'],standardized,standardized,0.3603684022401455,0.3603684022401455,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
32,vocabularies,C0042926,['T170'],['Intellectual Product'],vocabularies,vocabulary,1.0,1.0,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
34,Point-of-Care Systems,C0282664,['T058'],['Health Care Activity'],point of care,point~of~care,0.49150068751227266,0.49150068751227266,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
36,Condition,C0348080,['T080'],['Qualitative Concept'],condition,condition,0.7224307662593661,0.7224307662593661,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
37,Diagnosis,C0011900,['T060'],['Diagnostic Procedure'],diagnosed,diagnosed,0.4077848861525546,0.4077848861525546,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key that refers to a standard concept identifier in the standardized vocabularies reflecting the point of care at which the condition was diagnosed.",condition_occurrence_condition_status_concept_id
0,Disease,C0012634,['T047'],['Disease or Syndrome'],conditions,condition,0.3906880226038164,0.3906880226038164,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
1,Medical Records,C0025102,['T170'],['Intellectual Product'],records,record,0.2330254045747908,0.2330254045747908,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
2,Persons,C0027361,['T098'],['Population Group'],person,person,0.33396744040421095,0.33396744040421095,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
4,Presence (property),C3854307,['T080'],['Qualitative Concept'],presence,presence,0.2851621252553139,0.2851621252553139,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
6,Disease,C0012634,['T047'],['Disease or Syndrome'],disease,disease,0.5553967281487964,0.5553967281487964,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
8,Disease,C0012634,['T047'],['Disease or Syndrome'],medical condition,medical~condition,0.5317471176863688,0.5317471176863688,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
11,Diagnosis,C0011900,['T060'],['Diagnostic Procedure'],diagnosis,diagnosis,0.9203506358176607,0.9203506358176607,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
12,Signs and Symptoms,C0037088,['T184'],['Sign or Symptom'],sign,sign,0.4797137875922864,0.4797137875922864,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
13,Symptoms,C1457887,['T184'],['Sign or Symptom'],symptom,symptom,0.5013007692337865,0.5013007692337865,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
14,Observed,C1441672,['T169'],['Functional Concept'],observed,observed,0.21806617003783713,0.21806617003783713,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
15,Physicians,C0031831,['T097'],['Professional or Occupational Group'],provider,provider,0.7328362921613227,0.7328362921613227,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
16,Reporting,C0700287,['T058'],['Health Care Activity'],reported,reported,0.2944447255434727,0.2944447255434727,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
18,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.7675916189793386,0.7675916189793386,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
19,Condition,C0348080,['T080'],['Qualitative Concept'],conditions,condition,0.6897028522388591,0.6897028522388591,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
20,Documented,C1301725,['T058'],['Health Care Activity'],recorded,recorded,0.45498872444412647,0.45498872444412647,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
22,Source,C0449416,['T033'],['Finding'],sources,source,0.29476202328817047,0.29476202328817047,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
23,Levels (qualifier value),C0441889,['T080'],['Qualitative Concept'],levels,level,0.3363661107332848,0.3363661107332848,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
26,Indication of (contextual qualifier),C0392360,['T078'],['Idea or Concept'],reason,reason,0.3334878995439413,0.3334878995439413,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
27,Condition,C0348080,['T080'],['Qualitative Concept'],condition,condition,0.6418692232659966,0.6418692232659966,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
31,data source,C0011001,['T081'],['Quantitative Concept'],source,source,0.46306667570438154,0.46306667570438154,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
32,Data,C1511726,['T078'],['Idea or Concept'],data,data,0.84927803243644,0.84927803243644,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., the reason that the condition was no longer present, as indicated in the source data.",condition_occurrence_stop_reason
0,Disease,C0012634,['T047'],['Disease or Syndrome'],conditions,condition,0.3906880226038164,0.3906880226038164,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
1,Medical Records,C0025102,['T170'],['Intellectual Product'],records,record,0.2330254045747908,0.2330254045747908,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
2,Persons,C0027361,['T098'],['Population Group'],person,person,0.33396744040421095,0.33396744040421095,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
4,Presence (property),C3854307,['T080'],['Qualitative Concept'],presence,presence,0.2851621252553139,0.2851621252553139,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
6,Disease,C0012634,['T047'],['Disease or Syndrome'],disease,disease,0.5553967281487964,0.5553967281487964,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
8,Disease,C0012634,['T047'],['Disease or Syndrome'],medical condition,medical~condition,0.5317471176863688,0.5317471176863688,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
11,Diagnosis,C0011900,['T060'],['Diagnostic Procedure'],diagnosis,diagnosis,0.9203506358176607,0.9203506358176607,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
12,Signs and Symptoms,C0037088,['T184'],['Sign or Symptom'],sign,sign,0.4797137875922864,0.4797137875922864,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
13,Symptoms,C1457887,['T184'],['Sign or Symptom'],symptom,symptom,0.5013007692337865,0.5013007692337865,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
14,Observed,C1441672,['T169'],['Functional Concept'],observed,observed,0.22100251614187572,0.22100251614187572,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
15,Physicians,C0031831,['T097'],['Professional or Occupational Group'],provider,provider,0.7427939158142174,0.7427939158142174,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
16,Reporting,C0700287,['T058'],['Health Care Activity'],reported,reported,0.32007475015738174,0.32007475015738174,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
18,Patients,C0030705,['T101'],['Patient or Disabled Group'],patient,patient,0.865577773735682,0.865577773735682,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
19,Condition,C0348080,['T080'],['Qualitative Concept'],conditions,condition,0.5765415620178647,0.5765415620178647,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
20,Documented,C1301725,['T058'],['Health Care Activity'],recorded,recorded,0.5284528787961861,0.5284528787961861,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
21,Different,C1705242,['T080'],['Qualitative Concept'],different,different,0.2510838530978735,0.2510838530978735,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
22,Source,C0449416,['T033'],['Finding'],sources,source,0.3238026761148567,0.3238026761148567,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
23,Geographic Locations,C0017446,['T083'],['Geographic Area'],levels,level,0.4571021125987891,0.4571021125987891,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
25,standardization,C0038136,['T062'],['Research Activity'],standardization,standardization,0.21851862294458999,0.21851862294458999,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
26,foreign,C1517294,['T080'],['Qualitative Concept'],foreign,foreign,0.20031923152820535,0.20031923152820535,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
28,Provider,C1138603,['T169'],['Functional Concept'],provider,provider,0.5076868646226821,0.5076868646226821,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
29,Provider,C1138603,['T169'],['Functional Concept'],provider,provider,0.5140231854716764,0.5140231854716764,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
33,Diagnosis,C0011900,['T060'],['Diagnostic Procedure'],diagnosing,diagnosing,0.34215004125339554,0.34215004125339554,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
34,Condition,C0348080,['T080'],['Qualitative Concept'],condition,condition,0.7012459112136333,0.7012459112136333,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the provider in the provider table who was responsible for capturing (diagnosing) the condition.",condition_occurrence_provider_id
0,Disease,C0012634,['T047'],['Disease or Syndrome'],conditions,condition,0.3906880226038164,0.3906880226038164,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).",condition_occurrence_visit_occurrence_id
1,Medical Records,C0025102,['T170'],['Intellectual Product'],records,record,0.2330254045747908,0.2330254045747908,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).",condition_occurrence_visit_occurrence_id
2,Persons,C0027361,['T098'],['Population Group'],person,person,0.33396744040421095,0.33396744040421095,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).",condition_occurrence_visit_occurrence_id
4,Presence (property),C3854307,['T080'],['Qualitative Concept'],presence,presence,0.2851621252553139,0.2851621252553139,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).",condition_occurrence_visit_occurrence_id
6,Disease,C0012634,['T047'],['Disease or Syndrome'],disease,disease,0.5553967281487964,0.5553967281487964,[],"conditions are records of a person suggesting the presence of a disease or medical condition stated as a diagnosis, a sign, or a symptom, which is either observed by a provider or reported by the patient. conditions are recorded in different sources and levels of standardization., a foreign key to the visit in the visit_occurrence table during which the condition was determined (diagnosed).",condition_occurrence_visit_occurrence_id
